hard_76,3,20.43,3,22.94,6,23.06
hard_77,3,22.5,2,19.15,3,22.59
hard_78,1,21.22,5,22.32,5,23.26
hard_79,3,19.33,4,20.6,3,19.13
hard_80,1,24.68,1,25.56,2,22.67
hard_81,3,21.7,4,22.41,6,22.35
hard_82,0,19.09,2,19.32,3,18.46
hard_83,5,24.15,6,22.04,5,26.34
hard_84,3,22.0,1,19.51,8,25.48
hard_85,0,19.91,1,20.54,5,21.38
hard_86,2,24.63,1,21.58,0,21.69
hard_87,4,24.86,2,19.85,1,22.24
hard_88,2,14.95,2,14.9,4,16.46
hard_89,3,21.77,7,22.36,4,20.81
hard_90,3,21.48,2,21.21,5,23.19
hard_91,2,18.41,1,23.13,7,22.48
hard_92,3,22.74,5,22.84,4,23.78
hard_93,1,20.69,4,20.8,5,22.11
hard_94,1,27.86,3,26.64,0,29.72
hard_95,3,22.38,5,20.41,2,23.15
hard_96,5,18.38,3,18.57,2,19.81
hard_97,3,23.08,1,19.11,5,19.69
hard_98,2,21.64,7,21.34,4,20.8
hard_99,4,18.01,2,17.23,1,19.75
hard_100,2,21.49,6,24.17,3,20.38
